relative_path,epsilon,true_index,true_label,clean_predicted_index,clean_predicted_label,adversarial_predicted_index,adversarial_predicted_label,clean_correct,attack_success,linf
Car Carrier\Car Carrier_64.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_65.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_66.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_67.jpeg,0.05,2,Car Carrier,2,Car Carrier,5,DDG,True,True,0.050000012
Car Carrier\Car Carrier_68.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_69.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_7.jpeg,0.05,2,Car Carrier,2,Car Carrier,3,Container Ship,True,True,0.050000012
Car Carrier\Car Carrier_70.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_71.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_72.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_73.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_74.jpeg,0.05,2,Car Carrier,2,Car Carrier,2,Car Carrier,True,False,0.050000012
Car Carrier\Car Carrier_75.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_76.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_77.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_78.jpeg,0.05,2,Car Carrier,2,Car Carrier,3,Container Ship,True,True,0.050000012
Car Carrier\Car Carrier_79.jpeg,0.05,2,Car Carrier,2,Car Carrier,8,Submarine,True,True,0.050000012
Car Carrier\Car Carrier_8.jpeg,0.05,2,Car Carrier,2,Car Carrier,3,Container Ship,True,True,0.050000012
Car Carrier\Car Carrier_80.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_81.jpeg,0.05,2,Car Carrier,2,Car Carrier,9,Tug,True,True,0.050000012
Car Carrier\Car Carrier_82.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_83.jpeg,0.05,2,Car Carrier,2,Car Carrier,6,Recreational,True,True,0.050000012
Car Carrier\Car Carrier_84.jpeg,0.05,2,Car Carrier,2,Car Carrier,3,Container Ship,True,True,0.050000012
Car Carrier\Car Carrier_85.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_86.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_87.jpeg,0.05,2,Car Carrier,2,Car Carrier,2,Car Carrier,True,False,0.050000012
Car Carrier\Car Carrier_88.jpeg,0.05,2,Car Carrier,2,Car Carrier,4,Cruise,True,True,0.050000012
Car Carrier\Car Carrier_89.jpeg,0.05,2,Car Carrier,2,Car Carrier,6,Recreational,True,True,0.050000012
Car Carrier\Car Carrier_9.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Car Carrier\Car Carrier_90.jpeg,0.05,2,Car Carrier,2,Car Carrier,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_10.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_1001.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1002.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1003.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1004.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1005.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1006.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1007.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_1008.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1009.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1010.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1011.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1012.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1013.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1014.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1015.jpeg,0.05,3,Container Ship,6,Recreational,6,Recreational,False,False,0.050000012
Container Ship\Container Ship_1016.jpeg,0.05,3,Container Ship,1,Bulkers,6,Recreational,False,False,0.050000012
Container Ship\Container Ship_1017.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1018.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1019.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1021.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1022.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1023.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1024.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1025.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1026.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1027.jpeg,0.05,3,Container Ship,1,Bulkers,6,Recreational,False,False,0.050000012
Container Ship\Container Ship_1028.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1029.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_1030.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1031.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1032.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1033.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1034.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_1035.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1036.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1037.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_1038.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_1039.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_11.jpeg,0.05,3,Container Ship,3,Container Ship,8,Submarine,True,True,0.050000012
Container Ship\Container Ship_12.jpeg,0.05,3,Container Ship,3,Container Ship,8,Submarine,True,True,0.050000012
Container Ship\Container Ship_13.jpeg,0.05,3,Container Ship,3,Container Ship,2,Car Carrier,True,True,0.050000012
Container Ship\Container Ship_14.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_15.jpeg,0.05,3,Container Ship,3,Container Ship,8,Submarine,True,True,0.050000012
Container Ship\Container Ship_16.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_17.jpeg,0.05,3,Container Ship,3,Container Ship,2,Car Carrier,True,True,0.050000012
Container Ship\Container Ship_18.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_19.jpeg,0.05,3,Container Ship,3,Container Ship,8,Submarine,True,True,0.050000012
Container Ship\Container Ship_2.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_20.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_21.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_22.jpeg,0.05,3,Container Ship,3,Container Ship,8,Submarine,True,True,0.050000012
Container Ship\Container Ship_23.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_24.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_25.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_26.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_27.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_28.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_29.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_3.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_30.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_31.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_32.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_33.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_34.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_35.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_36.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_37.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_38.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_39.jpeg,0.05,3,Container Ship,7,Sailboat,7,Sailboat,False,False,0.050000012
Container Ship\Container Ship_4.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_40.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_41.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_42.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_43.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_44.jpeg,0.05,3,Container Ship,1,Bulkers,1,Bulkers,False,False,0.050000012
Container Ship\Container Ship_45.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_46.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_47.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_48.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Container Ship\Container Ship_5.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_6.jpeg,0.05,3,Container Ship,3,Container Ship,6,Recreational,True,True,0.050000012
Container Ship\Container Ship_7.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_8.jpeg,0.05,3,Container Ship,3,Container Ship,3,Container Ship,True,False,0.050000012
Container Ship\Container Ship_9.jpeg,0.05,3,Container Ship,3,Container Ship,1,Bulkers,True,True,0.050000012
Cruise\Cruise_1.jpeg,0.05,4,Cruise,4,Cruise,1,Bulkers,True,True,0.050000012
Cruise\Cruise_10.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_1001.jpeg,0.05,4,Cruise,6,Recreational,6,Recreational,False,False,0.050000012
Cruise\Cruise_1002.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_1003.jpeg,0.05,4,Cruise,4,Cruise,1,Bulkers,True,True,0.050000012
Cruise\Cruise_1004.jpeg,0.05,4,Cruise,1,Bulkers,1,Bulkers,False,False,0.050000012
Cruise\Cruise_1005.jpeg,0.05,4,Cruise,4,Cruise,1,Bulkers,True,True,0.050000012
Cruise\Cruise_1006.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_11.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_12.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_13.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_14.jpeg,0.05,4,Cruise,4,Cruise,3,Container Ship,True,True,0.050000012
Cruise\Cruise_15.jpeg,0.05,4,Cruise,4,Cruise,3,Container Ship,True,True,0.050000012
Cruise\Cruise_16.jpeg,0.05,4,Cruise,4,Cruise,4,Cruise,True,False,0.050000012
Cruise\Cruise_17.jpeg,0.05,4,Cruise,4,Cruise,4,Cruise,True,False,0.050000012
Cruise\Cruise_18.jpeg,0.05,4,Cruise,4,Cruise,4,Cruise,True,False,0.050000012
Cruise\Cruise_19.jpeg,0.05,4,Cruise,4,Cruise,3,Container Ship,True,True,0.050000012
Cruise\Cruise_2.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_20.jpeg,0.05,4,Cruise,4,Cruise,4,Cruise,True,False,0.050000012
Cruise\Cruise_21.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_22.jpeg,0.05,4,Cruise,4,Cruise,1,Bulkers,True,True,0.050000012
Cruise\Cruise_23.jpeg,0.05,4,Cruise,4,Cruise,1,Bulkers,True,True,0.050000012
Cruise\Cruise_24.jpeg,0.05,4,Cruise,4,Cruise,4,Cruise,True,False,0.050000012
Cruise\Cruise_25.jpeg,0.05,4,Cruise,4,Cruise,4,Cruise,True,False,0.050000012
Cruise\Cruise_26.jpeg,0.05,4,Cruise,4,Cruise,4,Cruise,True,False,0.050000012
Cruise\Cruise_27.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_28.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_29.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_3.jpeg,0.05,4,Cruise,4,Cruise,4,Cruise,True,False,0.050000012
Cruise\Cruise_30.jpeg,0.05,4,Cruise,4,Cruise,9,Tug,True,True,0.050000012
Cruise\Cruise_31.jpeg,0.05,4,Cruise,4,Cruise,9,Tug,True,True,0.050000012
Cruise\Cruise_32.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_33.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_34.jpeg,0.05,4,Cruise,4,Cruise,9,Tug,True,True,0.050000012
Cruise\Cruise_35.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_36.jpeg,0.05,4,Cruise,4,Cruise,3,Container Ship,True,True,0.050000012
Cruise\Cruise_37.jpeg,0.05,4,Cruise,4,Cruise,8,Submarine,True,True,0.050000012
Cruise\Cruise_38.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_39.jpeg,0.05,4,Cruise,3,Container Ship,3,Container Ship,False,False,0.050000012
Cruise\Cruise_4.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_5.jpeg,0.05,4,Cruise,4,Cruise,0,Aircraft Carrier,True,True,0.050000012
Cruise\Cruise_6.jpeg,0.05,4,Cruise,4,Cruise,1,Bulkers,True,True,0.050000012
Cruise\Cruise_7.jpeg,0.05,4,Cruise,4,Cruise,1,Bulkers,True,True,0.050000012
Cruise\Cruise_8.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
Cruise\Cruise_9.jpeg,0.05,4,Cruise,4,Cruise,6,Recreational,True,True,0.050000012
DDG\DDG_1.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_10.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_1001.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1002.jpeg,0.05,5,DDG,1,Bulkers,1,Bulkers,False,False,0.050000012
DDG\DDG_1003.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1004.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1005.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1006.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1007.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1008.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1009.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1010.jpeg,0.05,5,DDG,0,Aircraft Carrier,1,Bulkers,False,False,0.050000012
DDG\DDG_1011.jpeg,0.05,5,DDG,1,Bulkers,1,Bulkers,False,False,0.050000012
DDG\DDG_1012.jpeg,0.05,5,DDG,6,Recreational,1,Bulkers,False,False,0.050000012
DDG\DDG_1013.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_1014.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1015.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1016.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1017.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1018.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_1019.jpeg,0.05,5,DDG,6,Recreational,1,Bulkers,False,False,0.050000012
DDG\DDG_1020.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_1021.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1022.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1023.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1024.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_1025.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_1026.jpeg,0.05,5,DDG,6,Recreational,1,Bulkers,False,False,0.050000012
DDG\DDG_1027.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1028.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_1029.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1030.jpeg,0.05,5,DDG,0,Aircraft Carrier,1,Bulkers,False,False,0.050000012
DDG\DDG_1031.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1032.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1033.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1034.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1035.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1036.jpeg,0.05,5,DDG,6,Recreational,8,Submarine,False,False,0.050000012
DDG\DDG_1037.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1038.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_1039.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_1040.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_1041.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1042.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1043.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1044.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_1045.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1046.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_1047.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1048.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_1049.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_1050.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1051.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_1052.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_1053.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1054.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1055.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1056.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1057.jpeg,0.05,5,DDG,6,Recreational,8,Submarine,False,False,0.050000012
DDG\DDG_1058.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1059.jpeg,0.05,5,DDG,6,Recreational,6,Recreational,False,False,0.050000012
DDG\DDG_1060.jpeg,0.05,5,DDG,0,Aircraft Carrier,0,Aircraft Carrier,False,False,0.050000012
DDG\DDG_11.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_12.jpeg,0.05,5,DDG,0,Aircraft Carrier,0,Aircraft Carrier,False,False,0.050000012
DDG\DDG_13.jpeg,0.05,5,DDG,0,Aircraft Carrier,0,Aircraft Carrier,False,False,0.050000012
DDG\DDG_14.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_15.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_16.jpeg,0.05,5,DDG,0,Aircraft Carrier,1,Bulkers,False,False,0.050000012
DDG\DDG_17.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_18.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_19.jpeg,0.05,5,DDG,5,DDG,7,Sailboat,True,True,0.050000012
DDG\DDG_2.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_20.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_21.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_22.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_23.jpeg,0.05,5,DDG,0,Aircraft Carrier,1,Bulkers,False,False,0.050000012
DDG\DDG_24.jpeg,0.05,5,DDG,5,DDG,9,Tug,True,True,0.050000012
DDG\DDG_25.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_26.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_27.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_28.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_29.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_3.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_30.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_31.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_32.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_33.jpeg,0.05,5,DDG,5,DDG,1,Bulkers,True,True,0.050000012
DDG\DDG_34.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_35.jpeg,0.05,5,DDG,5,DDG,6,Recreational,True,True,0.050000012
DDG\DDG_36.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_37.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_38.jpeg,0.05,5,DDG,5,DDG,8,Submarine,True,True,0.050000012
DDG\DDG_39.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
DDG\DDG_4.jpeg,0.05,5,DDG,5,DDG,0,Aircraft Carrier,True,True,0.050000012
